long,lat,id_arbol,altura_tot,diametro,inclinacio,id_especie,nombre_com,nombre_cie,tipo_folla,espacio_ve,ubicacion,nombre_fam,nombre_gen,origen,coord_x,coord_y
-58.4631943027,-34.668907868299996,39794,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100009.709269,95602.814723
-58.4631923395,-34.6690219897,39795,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100009.887525,95590.15854199999
-58.4631903732,-34.6686218436,39796,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100010.065781,95634.544302
-58.4631864468,-34.6688564866,39797,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100010.422293,95608.518917
-58.463184480500004,-34.6684419177,39798,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100010.600549,95654.508982
-58.4631844794,-34.6682602789,39799,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100010.600549,95674.651917
-58.4631786996,-34.6687279423,39800,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100011.135318,95622.779402
-58.463176733599994,-34.6683598873,39801,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100011.313574,95663.600041
-58.46316898600001,-34.668151025300006,39802,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100012.026598,95686.773329
-58.4631650625,-34.6689207589,39803,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100012.38311,95601.388674
-58.4631650604,-34.6685463037,39804,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100012.38311,95642.922337
-58.463163099,-34.6690026991,39805,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100012.561366,95592.297615
-58.4631630988,-34.6689624952,39806,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100012.561366,95596.754017
-58.4631592783,-34.6686378893,39807,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100012.917878,95632.761742
-58.4631553515,-34.6688179054,39808,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100013.27438999999,95612.797062
-58.46314956609999,-34.6682924602,39809,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100013.809159,95671.086796
-58.4631456415,-34.6688789324,39810,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100014.16567100001,95606.02333200001
-58.4631320011,-34.6684643635,39811,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100015.413463,95652.013397
-58.4631320007,-34.6683920686,39812,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100015.413463,95660.03492
-58.4631300358,-34.668181584,39813,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100015.591719,95683.386464
-58.4631281849,-34.6689384271,39814,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100015.769975,95599.427857
-58.4631262212,-34.6689721407,39815,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100015.94823099999,95595.68448
-58.46312229270001,-34.6688388188,39816,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100016.30474400001,95610.47973400001
-58.463118361099994,-34.6680883759,39817,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100016.66125599999,95693.725316
-58.4631183635,-34.6685624395,39818,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100016.66125599999,95641.139777
-58.463110618,-34.6687567884,39819,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100017.37427999999,95619.57079299999
-58.463108651999995,-34.6683245514,39820,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100017.552536,95667.521674
-58.463104836099994,-34.668906246,39821,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100017.909048,95602.992979
-58.4631028711,-34.6686652029,39822,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100018.087304,95629.731389
-58.4630989447,-34.6689608729,39823,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100018.443816,95596.932273
-58.4630931585,-34.6682121427,39824,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100018.978585,95679.999599
-58.46309119560001,-34.6684193822,39825,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100019.156841,95657.004567
-58.46308923,-34.6680514173,39826,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100019.335097,95697.825205
-58.4630872699,-34.668854864400004,39827,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100019.513353,95608.69717300001
-58.4630775579,-34.668493299699996,39828,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100020.404633,95648.804788
-58.4630736305,-34.6685977758,39829,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100020.76114500001,95637.21814299999
-58.4630698098,-34.6681301124,39830,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100021.11765700001,95689.090658
-58.4630678494,-34.6689271594,39831,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100021.295913,95600.67565
-58.4630639191,-34.6683470873,39832,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100021.652426,95665.02608899999
-58.46306392060001,-34.6686925164,39833,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100021.652426,95626.701035
-58.463058136099995,-34.6682522566,39834,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100022.18719400001,95675.543197
-58.463052245200004,-34.6684354278,39835,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100022.721962,95655.222006
-58.463048428,-34.6687889698,39836,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100023.078474,95616.005672
-58.463046461000005,-34.6680433946,39837,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100023.25673,95698.716486
-58.463044500600006,-34.668878932800006,39838,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100023.43498600001,95606.02333200001
-58.463028898599994,-34.6689030912,39839,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100024.86103500001,95603.349491
-58.4630270409,-34.6681686939,39840,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100025.039291,95684.812513
-58.4630270423,-34.6685093454,39841,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100025.039291,95647.022227
-58.4630191871,-34.668618599,39842,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100025.75231499999,95634.900814
-58.463015366499995,-34.6680931538,39843,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100026.108827,95693.190548
-58.463007512,-34.6683744009,39844,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100026.821851,95661.995736
-58.4629958375,-34.6682956157,39845,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100027.891388,95670.730284
-58.4629920185,-34.6682088979,39846,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100028.2479,95680.356111
-58.462986128900006,-34.6688114156,39847,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100028.782668,95613.510087
-58.462986127700006,-34.6684707641,39848,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100028.782668,95651.300372
-58.46296867109999,-34.6685335039,39849,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100030.386973,95644.348386
-58.4629647437,-34.6686395124,39850,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100030.743485,95632.583486
-58.462962778999994,-34.6683968467,39851,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100030.921741,95659.500151
-58.4629530679,-34.6681446258,39852,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100031.81302100001,95687.486354
-58.4629492511,-34.6687487661,39853,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100032.16953300001,95620.462073
-58.46294532180001,-34.6682298112,39854,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100032.526046,95678.038782
-58.462935613,-34.6687857249,39855,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100033.417326,95616.362184
-58.4629336483,-34.6684965452,39856,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100033.59558200001,95648.448275
-58.4629219743,-34.668565595,39857,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100034.66511799999,95640.78326499999
-58.462920009799994,-34.6683406875,39858,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100034.843374,95665.739114
-58.4629122635,-34.66841776,39859,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100035.556399,95657.182823
-58.4629025538,-34.6686652034,39860,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100036.44767899999,95629.731389
-58.462900588900006,-34.6682602797,39861,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100036.625935,95674.651917
-58.4628986248,-34.668178339499995,39862,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100036.804191,95683.742976
-58.4628733134,-34.6685832632,39863,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100039.12152,95638.822448
-58.4628597842,-34.6685206136,39864,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100040.369312,95645.774434
-58.4628558563,-34.668429028,39865,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100040.725824,95655.93503
-58.462848109700005,-34.668368001,39866,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100041.438849,95662.708761
-58.462842218599995,-34.6686652035,39867,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100041.973617,95629.731389
-58.46283829,-34.668229811399996,39868,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100042.330129,95678.038782
-58.4628364354,-34.6682860608,39869,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100042.50838500001,95671.79982
-58.4628111235,-34.6686298673,39870,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100044.82571399999,95633.653022
-58.462807195299995,-34.668297238600005,39871,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100045.182226,95670.552027
-58.462801413,-34.668549549699996,39872,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100045.716994,95642.565825
-58.4627877748,-34.6684515639,39873,21,32,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,100046.964787,95653.43944500001
